,Year,Month,Day,Record Create Date,Precinct Code,Patrol Borough,County,Law Code Category,Bias Motive,Offense Category
565,2023,Nov,Wed,2023-11-01,90,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
566,2023,Dec,Tue,2023-12-19,75,Brooklyn north,KINGS,Felony,Anti-muslim,Religion
567,2024,Jan,Thu,2024-01-04,84,Brooklyn north,KINGS,Felony,Anti-black,Race/Color
568,2024,Jan,Mon,2024-01-08,17,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
569,2023,Oct,Mon,2023-10-23,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
570,2024,Mar,Sat,2024-03-09,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
571,2023,Oct,Wed,2023-10-25,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
572,2024,Apr,Wed,2024-04-17,6,Manhattan south,NEW YORK,Misdemeanor,Anti-female,Gender
573,2023,May,Tue,2023-05-23,112,Queens north,QUEENS,Felony,Anti-hispanic,Cultural Identity
574,2024,Mar,Fri,2024-04-12,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
575,2024,Jun,Sun,2024-06-02,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
576,2024,May,Wed,2024-05-15,6,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
577,2024,Jun,Wed,2024-06-12,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
578,2019,Sep,Thu,2019-09-12,115,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
579,2021,Mar,Fri,2021-03-12,109,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
580,2021,Apr,Mon,2021-04-19,110,Queens north,QUEENS,Misdemeanor,Anti-transgender,Gender
581,2021,Sep,Fri,2021-05-21,102,Queens south,QUEENS,Misdemeanor,Anti-white,Race/Color
582,2021,Jun,Sun,2021-06-06,112,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
583,2021,Jun,Fri,2021-06-11,71,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
584,2021,Dec,Mon,2021-12-20,71,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
585,2022,Jan,Mon,2022-01-31,66,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
586,2022,Feb,Sun,2022-02-06,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
587,2022,Apr,Sun,2022-04-24,61,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
588,2022,May,Thu,2022-05-05,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
589,2022,Jul,Sun,2022-07-17,78,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
590,2022,Dec,Tue,2022-12-13,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
591,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
592,2023,Mar,Tue,2023-03-14,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
593,2023,Jul,Thu,2023-07-06,83,Brooklyn north,KINGS,Felony,Anti-white,Race/Color
594,2023,Nov,Wed,2023-11-22,83,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
595,2024,Jan,Thu,2024-01-04,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
596,2024,Jan,Thu,2024-01-04,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
597,2024,Feb,Sun,2024-02-25,77,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
598,2024,Jan,Mon,2024-01-29,67,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
599,2024,Mar,Sat,2024-03-09,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
600,2023,Jun,Thu,2023-06-29,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
601,2023,Jun,Thu,2023-06-29,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
602,2024,Jul,Thu,2024-07-04,14,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
603,2019,Oct,Tue,2019-10-15,101,Queens south,QUEENS,Felony,Anti-transgender,Gender
604,2020,Sep,Mon,2020-09-07,101,Queens south,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
605,2022,Feb,Fri,2022-02-11,109,Queens north,QUEENS,Misdemeanor,Anti-other religion,Religion
606,2022,Mar,Sat,2022-03-12,109,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
607,2022,May,Tue,2022-05-31,84,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
608,2022,Aug,Mon,2022-08-01,109,Queens north,QUEENS,Felony,Anti-jehovahs witness,Religion
609,2022,Oct,Mon,2022-10-03,109,Queens north,QUEENS,Felony,Anti-catholic,Religion
610,2023,Jan,Mon,2023-01-23,114,Queens north,QUEENS,Felony,Anti-jewish,Religion
611,2023,Mar,Tue,2023-03-21,112,Queens north,QUEENS,Felony,Anti-jewish,Religion
612,2023,Jun,Mon,2023-06-05,109,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
613,2023,May,Sat,2023-05-20,114,Queens north,QUEENS,Felony,Anti-asian,Race/Color
614,2023,Mar,Thu,2023-03-02,115,Queens north,QUEENS,Felony,Anti-asian,Race/Color
615,2023,Dec,Tue,2023-12-19,78,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
616,2024,Feb,Sat,2024-03-09,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
617,2024,Apr,Tue,2024-04-16,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
618,2024,Aug,Tue,2024-08-13,83,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
619,2024,Aug,Mon,2024-08-12,70,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
620,2019,Apr,Sat,2019-04-06,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
621,2019,Jul,Mon,2019-07-08,32,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
622,2020,Jan,Tue,2020-01-14,5,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
623,2021,Feb,Tue,2021-02-02,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
624,2021,May,Sun,2021-05-02,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
625,2021,Mar,Tue,2021-03-30,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
626,2021,May,Thu,2021-05-20,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
627,2021,Sep,Tue,2021-09-21,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
628,2021,Nov,Wed,2021-11-17,18,Manhattan south,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
629,2021,Jul,Sun,2021-07-11,24,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
630,2024,Mar,Sun,2024-03-17,30,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
631,2024,Jul,Wed,2024-07-24,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
632,2024,Jun,Tue,2024-06-18,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
633,2020,Apr,Sun,2020-04-26,112,Queens north,QUEENS,Felony,Anti-asian,Race/Color
634,2020,Nov,Sat,2020-11-07,112,Queens north,QUEENS,Felony,Anti-muslim,Religion
635,2021,Jan,Sun,2021-01-31,110,Queens north,QUEENS,Violation,Anti-muslim,Religion
636,2021,May,Sun,2021-05-23,107,Queens south,QUEENS,Felony,Anti-asian,Race/Color
637,2021,Jun,Sun,2021-06-20,103,Queens south,QUEENS,Misdemeanor,Anti-muslim,Religion
638,2021,Aug,Tue,2021-08-03,104,Queens north,QUEENS,Misdemeanor,Anti-white,Race/Color
639,2021,Jul,Sun,2021-08-08,108,Queens north,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
640,2022,Feb,Tue,2022-02-15,109,Queens north,QUEENS,Misdemeanor,Anti-other religion,Religion
641,2022,Apr,Sun,2022-04-03,103,Queens south,QUEENS,Felony,Anti-muslim,Religion
642,2022,Apr,Tue,2022-04-26,107,Queens south,QUEENS,Misdemeanor,Anti-muslim,Religion
643,2022,Jul,Sat,2022-07-09,102,Queens south,QUEENS,Felony,Anti-white,Race/Color
644,2022,Nov,Fri,2022-11-18,110,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
645,2022,May,Fri,2022-05-27,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
646,2022,Jun,Mon,2022-06-27,62,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
647,2022,Sep,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
648,2022,Jul,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
649,2022,Mar,Wed,2022-03-16,84,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
650,2022,Sep,Fri,2022-09-23,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
651,2022,Nov,Tue,2022-11-08,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
652,2022,Oct,Mon,2022-10-24,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
653,2022,Dec,Sat,2022-12-17,63,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
654,2022,Dec,Sat,2022-12-31,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
655,2023,Mar,Mon,2023-03-06,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
656,2023,Mar,Sun,2023-03-05,90,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
657,2023,Jul,Sun,2023-07-16,83,Brooklyn north,KINGS,Felony,Anti-other ethnicity,Cultural Identity
658,2023,Jul,Wed,2023-07-12,83,Brooklyn north,KINGS,Misdemeanor,Anti-transgender,Gender
659,2023,Nov,Sat,2023-11-25,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
660,2023,Nov,Sat,2023-11-25,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
661,2023,Dec,Fri,2023-12-01,77,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
662,2023,Oct,Tue,2023-10-31,75,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
663,2023,Dec,Tue,2023-12-19,75,Brooklyn north,KINGS,Felony,Anti-muslim,Religion
664,2024,Feb,Sat,2024-03-09,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
665,2024,Apr,Fri,2024-04-05,63,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
666,2024,May,Mon,2024-05-06,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
667,2024,May,Wed,2024-05-15,62,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
668,2024,May,Thu,2024-05-09,61,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
669,2024,Jun,Wed,2024-06-12,84,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
670,2024,Aug,Fri,2024-08-09,71,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
671,2024,Aug,Wed,2024-08-21,78,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
672,2019,Sep,Thu,2019-09-05,25,Manhattan north,NEW YORK,Felony,Anti-female homosexual (lesbian),Sexual Orientation
673,2019,Sep,Thu,2019-09-05,25,Manhattan north,NEW YORK,Felony,Anti-female homosexual (lesbian),Sexual Orientation
674,2019,Nov,Tue,2019-11-19,24,Manhattan north,NEW YORK,Misdemeanor,Anti-hispanic,Cultural Identity
675,2023,Aug,Mon,2023-08-07,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
676,2023,Dec,Wed,2023-12-06,70,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
677,2024,Jan,Thu,2024-01-04,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
678,2024,Apr,Sun,2024-04-07,66,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
679,2024,May,Mon,2024-05-13,90,Brooklyn north,KINGS,Felony,Anti-transgender,Gender
680,2024,May,Wed,2024-05-29,63,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
681,2024,Jun,Sun,2024-06-23,72,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
682,2024,Jun,Wed,2024-06-12,76,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
683,2024,Aug,Fri,2024-08-02,71,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
684,2024,Aug,Sun,2024-08-11,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
685,2024,Aug,Tue,2024-09-03,62,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
686,2019,Mar,Sun,2019-03-31,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
687,2019,Mar,Fri,2019-03-08,28,Manhattan north,NEW YORK,Misdemeanor,Anti-white,Race/Color
688,2020,Mar,Sun,2020-03-29,5,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
689,2020,Dec,Mon,2020-12-28,10,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
690,2021,Mar,Fri,2021-03-26,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
691,2021,Sep,Sat,2021-09-11,81,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
692,2022,Jan,Wed,2022-01-19,84,Brooklyn north,KINGS,Felony,Anti-hispanic,Cultural Identity
693,2022,Jan,Tue,2022-01-25,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
694,2022,Jan,Sat,2022-01-22,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
695,2022,Feb,Wed,2022-02-09,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
696,2022,Mar,Tue,2022-03-15,62,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
697,2022,Jun,Thu,2022-06-09,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
698,2022,Jun,Thu,2022-06-16,83,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
699,2022,Apr,Sun,2022-04-24,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
700,2022,Mar,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
701,2022,Sep,Sat,2022-09-17,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
702,2022,Oct,Mon,2022-10-10,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
703,2022,Sep,Sat,2022-10-01,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
704,2022,Sep,Tue,2022-10-18,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
705,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
706,2022,Aug,Wed,2022-08-10,115,Queens north,QUEENS,Felony,Anti-asian,Race/Color
707,2022,Sep,Tue,2022-09-13,101,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
708,2022,Aug,Wed,2022-09-21,104,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
709,2023,Mar,Thu,2023-03-02,115,Queens north,QUEENS,Felony,Anti-asian,Race/Color
710,2023,Mar,Sat,2023-03-25,115,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
711,2023,Mar,Fri,2023-03-31,114,Queens north,QUEENS,Misdemeanor,Anti-other ethnicity,Cultural Identity
712,2023,May,Tue,2023-05-02,106,Queens south,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
713,2023,Jun,Mon,2023-06-05,109,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
714,2023,Jun,Tue,2023-06-27,103,Queens south,QUEENS,Misdemeanor,Anti-black,Race/Color
715,2024,Feb,Fri,2024-03-01,114,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
716,2024,Apr,Sun,2024-04-21,102,Queens south,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
717,2024,May,Fri,2024-05-24,109,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
718,2024,May,Fri,2024-05-24,109,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
719,2022,May,Sun,2022-05-08,121,Staten island,RICHMOND,Misdemeanor,Anti-muslim,Religion
720,2022,Apr,Fri,2022-04-08,121,Staten island,RICHMOND,Misdemeanor,Anti-asian,Race/Color
721,2023,Jul,Wed,2023-07-26,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
722,2023,Jul,Sun,2023-07-30,70,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
723,2023,Aug,Fri,2023-08-18,83,Brooklyn north,KINGS,Misdemeanor,Anti-transgender,Gender
724,2023,Sep,Thu,2023-09-07,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
725,2023,Aug,Tue,2023-08-01,84,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
726,2023,Oct,Thu,2023-10-12,68,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
727,2023,Oct,Sat,2023-10-28,68,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
728,2023,Oct,Sat,2023-10-28,84,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
729,2023,Oct,Sun,2023-11-05,84,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
730,2023,Nov,Wed,2023-11-22,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
731,2023,Nov,Mon,2023-11-27,62,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
732,2023,Dec,Sat,2023-12-09,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
733,2024,Jan,Thu,2024-01-04,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
734,2024,Apr,Thu,2024-04-11,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
735,2023,May,Thu,2023-06-01,68,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
736,2024,Jul,Tue,2024-07-30,71,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
737,2019,Mar,Sun,2019-03-17,9,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
738,2019,Jun,Fri,2019-06-07,10,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
739,2019,Nov,Mon,2019-11-11,33,Manhattan north,NEW YORK,Felony,Anti-female homosexual (lesbian),Sexual Orientation
740,2019,Dec,Mon,2019-12-23,17,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
741,2020,Mar,Tue,2020-03-10,23,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
742,2021,May,Sun,2021-05-23,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
743,2021,Sep,Thu,2021-09-23,7,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
744,2021,Oct,Mon,2021-10-18,18,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
745,2021,Dec,Thu,2021-12-09,28,Manhattan north,NEW YORK,Felony,Anti-transgender,Gender
746,2022,Jan,Fri,2022-01-21,7,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
747,2022,Apr,Wed,2022-04-06,7,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
748,2022,Jul,Thu,2022-07-28,17,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
749,2022,Jul,Thu,2022-07-28,17,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
750,2022,Dec,Sat,2022-12-31,14,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
751,2022,Dec,Sat,2022-12-10,5,Manhattan south,NEW YORK,Felony,Anti-female homosexual (lesbian),Sexual Orientation
752,2024,Feb,Fri,2024-02-09,72,Brooklyn south,KINGS,Felony,Anti-other ethnicity,Cultural Identity
753,2024,Apr,Sun,2024-04-07,75,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
754,2024,May,Fri,2024-05-24,61,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
755,2024,May,Thu,2024-05-30,68,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
756,2024,Jun,Tue,2024-06-25,60,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
757,2024,Apr,Wed,2024-04-03,69,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
758,2024,Sep,Tue,2024-09-17,63,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
759,2019,Jan,Thu,2019-01-03,20,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
760,2019,Mar,Sat,2019-03-16,18,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
761,2020,Oct,Tue,2020-10-13,10,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
762,2020,Dec,Fri,2020-12-04,18,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
763,2020,Dec,Fri,2020-12-18,6,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
764,2021,Mar,Wed,2021-03-03,22,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
765,2021,Sep,Sun,2021-09-05,14,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
766,2021,Nov,Tue,2021-11-30,25,Manhattan north,NEW YORK,Misdemeanor,Anti-transgender,Gender
767,2021,Apr,Fri,2021-04-23,25,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
768,2021,Jun,Fri,2021-06-18,77,Brooklyn north,KINGS,Felony,Anti-asian,Race/Color
769,2021,Sep,Wed,2021-09-22,78,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
770,2022,Jun,Mon,2022-06-06,75,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
771,2022,Jun,Mon,2022-06-06,75,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
772,2021,Sep,Thu,2021-09-09,72,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
773,2022,Jun,Fri,2022-07-29,72,Brooklyn south,KINGS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
774,2022,Feb,Fri,2022-02-25,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
775,2022,Aug,Sun,2022-08-07,73,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
776,2022,Sep,Fri,2022-09-16,1,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
777,2022,Sep,Sat,2022-09-24,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
778,2022,Sep,Sat,2022-10-01,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
779,2022,Nov,Wed,2022-11-16,73,Brooklyn north,KINGS,Misdemeanor,Anti-transgender,Gender
780,2023,Jan,Sun,2023-01-15,84,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
781,2023,Mar,Tue,2023-03-14,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
782,2023,Apr,Fri,2023-04-14,78,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
783,2023,Mar,Thu,2023-03-30,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
784,2024,May,Wed,2024-05-15,62,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
785,2024,May,Sun,2024-05-19,106,Queens south,QUEENS,Felony,Anti-muslim,Religion
786,2024,May,Mon,2024-05-13,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
787,2024,Jul,Wed,2024-07-24,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
788,2019,Feb,Mon,2019-02-11,5,Manhattan south,NEW YORK,Misdemeanor,Anti-muslim,Religion
789,2019,Aug,Thu,2019-08-08,17,Manhattan south,NEW YORK,Misdemeanor,Anti-multi-racial groups,Race/Color
790,2020,May,Sat,2020-05-16,7,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
791,2021,Mar,Fri,2021-03-26,7,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
792,2021,Mar,Mon,2021-03-29,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
793,2021,Apr,Tue,2021-04-06,5,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
794,2021,Apr,Fri,2021-04-23,25,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
795,2021,Jun,Tue,2021-06-22,6,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
796,2021,Oct,Mon,2021-10-11,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
797,2021,Apr,Thu,2021-04-01,1,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
798,2022,Aug,Tue,2022-08-09,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
799,2021,Jun,Tue,2021-06-29,115,Queens north,QUEENS,Misdemeanor,Anti-transgender,Gender
800,2022,Jul,Sat,2022-07-09,102,Queens south,QUEENS,Felony,Anti-white,Race/Color
801,2023,Feb,Sun,2023-02-19,109,Queens north,QUEENS,Felony,Anti-hispanic,Cultural Identity
802,2023,Feb,Fri,2023-02-17,114,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
803,2023,Apr,Thu,2023-04-20,101,Queens south,QUEENS,Felony,Anti-asian,Race/Color
804,2023,Jun,Mon,2023-06-05,109,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
805,2023,Jun,Mon,2023-06-05,109,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
806,2023,Sep,Tue,2023-09-05,112,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
807,2023,May,Thu,2023-05-25,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
808,2023,May,Tue,2023-05-02,113,Queens south,QUEENS,Misdemeanor,Anti-transgender,Gender
809,2024,Feb,Sat,2024-02-10,108,Queens north,QUEENS,Felony,Anti-black,Race/Color
810,2024,Sep,Mon,2024-09-30,115,Queens north,QUEENS,Felony,Anti-black,Race/Color
811,2022,Jun,Thu,2022-06-30,121,Staten island,RICHMOND,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
812,2022,Aug,Thu,2022-08-11,123,Staten island,RICHMOND,Misdemeanor,Anti-black,Race/Color
813,2022,Dec,Sun,2022-12-04,121,Staten island,RICHMOND,Felony,Anti-jewish,Religion
814,2019,Jun,Sun,2019-06-30,1,Manhattan south,NEW YORK,Misdemeanor,Anti-female homosexual (lesbian),Sexual Orientation
815,2024,Jun,Sun,2024-06-23,72,Brooklyn south,KINGS,Misdemeanor,Anti-hispanic,Cultural Identity
