,Year,Month,Day,Record Create Date,Precinct Code,Patrol Borough,County,Law Code Category,Bias Motive,Offense Category
1930,2021,Jun,Thu,2021-06-10,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1931,2021,Dec,Thu,2021-12-09,75,Brooklyn north,KINGS,Misdemeanor,Anti-hispanic,Cultural Identity
1932,2020,Dec,Sun,2020-01-26,50,Bronx,BRONX,Felony,Anti-jewish,Religion
1933,2020,Feb,Thu,2020-02-06,60,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1934,2020,Jul,Thu,2020-07-23,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1935,2020,Sep,Thu,2020-09-10,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
1936,2020,Sep,Thu,2020-09-10,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
1937,2020,Jan,Fri,2020-01-24,111,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1938,2020,Nov,Sat,2020-11-21,111,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1939,2020,Oct,Thu,2020-10-01,114,Queens north,QUEENS,Felony,Anti-muslim,Religion
1940,2020,Jan,Thu,2020-06-04,120,Staten island,RICHMOND,Felony,Anti-jewish,Religion
1941,2021,Apr,Thu,2021-04-15,6,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1942,2021,Nov,Thu,2021-11-18,6,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
1943,2021,May,Sat,2021-05-08,7,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1944,2021,Oct,Fri,2021-10-08,14,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1945,2021,Nov,Sat,2021-11-06,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
1946,2021,Jun,Thu,2021-06-17,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1947,2021,Mar,Tue,2021-03-30,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1948,2023,May,Thu,2023-05-18,114,Queens north,QUEENS,Misdemeanor,Anti-other ethnicity,Cultural Identity
1949,2023,Aug,Sun,2023-08-27,115,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
1950,2024,Jan,Thu,2024-01-04,108,Queens north,QUEENS,Felony,Anti-sikh,Religion
1951,2024,Jul,Wed,2024-07-03,111,Queens north,QUEENS,Misdemeanor,Anti-transgender,Gender
1952,2020,Jul,Wed,2020-07-29,120,Staten island,RICHMOND,Misdemeanor,Anti-white,Race/Color
1953,2022,Jul,Thu,2022-07-21,122,Staten island,RICHMOND,Felony,Anti-jewish,Religion
1954,2019,Aug,Wed,2019-08-14,6,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
1955,2019,Dec,Thu,2019-12-12,10,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1956,2019,Dec,Wed,2019-01-02,14,Manhattan south,NEW YORK,Felony,Anti-arab,Cultural Identity
1957,2019,Mar,Tue,2019-03-19,19,Manhattan north,NEW YORK,Felony,Anti-black,Race/Color
1958,2019,Jan,Fri,2019-01-04,20,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1959,2019,Oct,Thu,2019-10-17,25,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1960,2019,Feb,Sat,2019-02-02,28,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1961,2019,Sep,Tue,2019-09-03,40,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
1962,2019,Oct,Tue,2019-10-08,41,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
1963,2019,Nov,Mon,2019-11-25,45,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
1964,2019,Feb,Wed,2019-02-27,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1965,2020,Jan,Thu,2020-01-09,88,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1966,2020,May,Fri,2020-05-08,100,Queens south,QUEENS,Misdemeanor,Anti-black,Race/Color
1967,2020,Jul,Tue,2020-07-14,101,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1968,2020,Jun,Thu,2020-06-04,109,Queens north,QUEENS,Felony,Anti-black,Race/Color
1969,2020,Sep,Mon,2020-09-14,110,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
1970,2020,Jan,Fri,2020-01-31,113,Queens south,QUEENS,Felony,Anti-black,Race/Color
1971,2020,Jun,Tue,2020-06-09,120,Staten island,RICHMOND,Felony,Anti-male homosexual (gay),Sexual Orientation
1972,2021,Feb,Thu,2021-02-25,5,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
1973,2021,Jul,Sat,2021-07-03,6,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
1974,2021,Dec,Mon,2021-01-04,13,Manhattan south,NEW YORK,Felony,Anti-lgbt (mixed group),Sexual Orientation
1975,2021,Apr,Tue,2021-04-20,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1976,2021,Aug,Mon,2021-08-09,13,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1977,2021,Mar,Tue,2021-03-30,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
1978,2021,Nov,Fri,2021-11-12,14,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1979,2021,Jun,Sun,2021-06-13,18,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1980,2021,Mar,Thu,2021-03-18,22,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1981,2021,Sep,Wed,2021-09-15,25,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1982,2022,Aug,Fri,2022-08-05,30,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
1983,2022,Oct,Mon,2022-10-31,40,Bronx,BRONX,Felony,Anti-jewish,Religion
1984,2022,Jan,Thu,2022-01-13,44,Bronx,BRONX,Misdemeanor,Anti-other ethnicity,Cultural Identity
1985,2022,Jun,Fri,2022-06-03,45,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
1986,2022,Feb,Mon,2022-02-21,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1987,2022,Mar,Thu,2022-03-31,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1988,2022,Feb,Sun,2022-02-13,63,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1989,2022,May,Wed,2022-05-18,63,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
1990,2022,Jun,Thu,2022-06-09,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1991,2022,Nov,Sat,2022-11-26,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1992,2022,Dec,Mon,2022-12-05,67,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
1993,2022,Jan,Wed,2022-01-26,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1994,2022,Feb,Tue,2022-02-15,77,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1995,2022,Aug,Sat,2022-08-20,81,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
1996,2022,May,Sun,2022-05-08,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1997,2022,Jan,Sun,2022-01-02,110,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
1998,2019,Aug,Fri,2019-08-16,73,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1999,2019,Jul,Sat,2019-07-06,75,Brooklyn north,KINGS,Misdemeanor,Anti-black,Race/Color
2000,2019,Dec,Sun,2019-12-22,94,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2001,2019,Aug,Thu,2019-08-15,108,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
2002,2020,Mar,Thu,2020-03-12,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2003,2020,May,Wed,2020-05-20,5,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2004,2020,Apr,Sat,2020-04-25,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2005,2020,Sep,Fri,2020-09-18,52,Bronx,BRONX,Misdemeanor,Anti-lgbt (mixed group),Sexual Orientation
2006,2020,Feb,Wed,2020-02-26,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2007,2020,Nov,Wed,2020-11-11,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2008,2020,Dec,Sat,2020-12-26,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2009,2020,Feb,Tue,2020-02-25,73,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2010,2020,Apr,Wed,2020-04-22,77,Brooklyn north,KINGS,Misdemeanor,Anti-white,Race/Color
2011,2020,Mar,Thu,2020-03-12,100,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
2012,2020,May,Sat,2020-05-16,110,Queens north,QUEENS,Misdemeanor,Anti-arab,Cultural Identity
2013,2020,Jun,Sun,2020-06-14,111,Queens north,QUEENS,Violation,Anti-asian,Race/Color
2014,2022,Feb,Sun,2022-02-06,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2015,2022,Aug,Fri,2022-08-26,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2016,2022,Aug,Thu,2022-08-25,26,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2017,2022,May,Mon,2022-05-16,45,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
2018,2022,Feb,Sat,2022-02-12,50,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
2019,2022,Feb,Sat,2022-02-19,50,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
2020,2022,Feb,Thu,2022-02-24,50,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
2021,2022,Mar,Tue,2022-03-08,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2022,2022,Aug,Sun,2022-08-21,60,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
2023,2022,Jun,Wed,2022-06-08,61,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
2024,2022,Aug,Wed,2022-08-17,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2025,2022,Oct,Wed,2022-10-12,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2026,2022,Nov,Wed,2022-11-23,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2027,2022,Nov,Mon,2022-11-28,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2028,2022,Jul,Fri,2022-07-29,79,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2029,2021,Jun,Thu,2021-06-03,6,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2030,2021,Aug,Tue,2021-08-31,6,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2031,2021,Feb,Thu,2021-02-04,7,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
2032,2021,May,Sat,2021-05-01,9,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2033,2021,Sep,Sat,2021-09-25,13,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2034,2021,Sep,Wed,2021-09-29,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2035,2021,Apr,Tue,2021-04-13,17,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2036,2021,May,Thu,2021-05-20,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2037,2021,Apr,Fri,2021-04-23,19,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
2038,2021,Nov,Wed,2021-11-10,40,Bronx,BRONX,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2039,2021,Jan,Fri,2021-01-08,50,Bronx,BRONX,Felony,Anti-black,Race/Color
2040,2021,Dec,Mon,2021-12-13,60,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
2041,2021,Dec,Mon,2021-12-06,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2042,2021,May,Sat,2021-05-22,63,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2043,2021,Aug,Tue,2021-08-31,75,Brooklyn north,KINGS,Felony,Anti-transgender,Gender
2044,2021,Oct,Wed,2021-10-27,78,Brooklyn south,KINGS,Misdemeanor,Anti-transgender,Gender
2045,2021,Jul,Sat,2021-07-03,94,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2046,2022,Aug,Fri,2022-08-05,45,Bronx,BRONX,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2047,2022,May,Tue,2022-05-24,47,Bronx,BRONX,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2048,2022,Jan,Mon,2022-01-10,50,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
2049,2022,Aug,Sun,2022-08-21,61,Brooklyn south,KINGS,Felony,Anti-other ethnicity,Cultural Identity
2050,2022,Dec,Sun,2022-12-18,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2051,2022,Apr,Sat,2022-04-02,108,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
2052,2022,May,Wed,2022-05-25,122,Staten island,RICHMOND,Felony,Anti-jewish,Religion
2053,2022,Sep,Tue,2022-09-20,122,Staten island,RICHMOND,Misdemeanor,Anti-black,Race/Color
2054,2023,Feb,Tue,2023-02-28,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2055,2023,Jun,Sun,2023-06-18,6,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2056,2023,Sep,Tue,2023-09-26,10,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
2057,2023,Aug,Sat,2023-08-19,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2058,2023,Oct,Wed,2023-10-18,13,Manhattan south,NEW YORK,Misdemeanor,Anti-muslim,Religion
2059,2023,Nov,Tue,2023-11-28,13,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2060,2023,Jun,Thu,2023-06-22,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2061,2023,Oct,Wed,2023-10-25,18,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2062,2019,Nov,Wed,2019-11-13,78,Brooklyn south,KINGS,Misdemeanor,Anti-lgbt (mixed group),Sexual Orientation
2063,2019,Jan,Sun,2019-01-13,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2064,2019,Feb,Wed,2019-02-27,84,Brooklyn north,KINGS,Misdemeanor,Anti-lgbt (mixed group),Sexual Orientation
2065,2019,May,Tue,2019-05-14,90,Brooklyn north,KINGS,Misdemeanor,Anti-transgender,Gender
2066,2019,Jul,Tue,2019-07-30,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2067,2019,May,Thu,2019-05-09,94,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
2068,2019,Dec,Thu,2019-12-05,94,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2069,2019,Mar,Mon,2019-03-11,100,Queens south,QUEENS,Felony,Anti-other ethnicity,Cultural Identity
2070,2019,Jun,Sat,2019-06-08,102,Queens south,QUEENS,Felony,Anti-jewish,Religion
2071,2019,Aug,Wed,2019-08-21,104,Queens north,QUEENS,Felony,Anti-jewish,Religion
2072,2019,Aug,Wed,2019-08-07,105,Queens south,QUEENS,Felony,Anti-jewish,Religion
2073,2019,Mar,Mon,2019-04-01,109,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
2074,2019,Aug,Sat,2019-08-17,110,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
2075,2020,Jun,Thu,2020-06-25,10,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
2076,2020,Sep,Wed,2020-09-02,13,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
2077,2020,May,Sun,2020-05-03,17,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2078,2021,Oct,Sun,2021-10-31,1,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2079,2021,Nov,Tue,2021-11-30,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2080,2021,Dec,Tue,2021-12-14,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2081,2021,May,Wed,2021-05-26,6,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2082,2021,Sep,Sun,2021-09-19,6,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2083,2021,Mar,Tue,2021-03-02,7,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
2084,2021,Apr,Sat,2021-04-24,9,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
2085,2021,Aug,Tue,2021-08-31,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2086,2021,Oct,Sun,2021-12-19,17,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2087,2021,Aug,Fri,2021-08-06,18,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
2088,2021,Nov,Tue,2021-11-02,25,Manhattan north,NEW YORK,Felony,Anti-muslim,Religion
2089,2021,May,Wed,2021-05-12,26,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
2090,2021,Nov,Wed,2021-11-03,28,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2091,2021,Jan,Wed,2021-01-20,30,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2092,2021,Feb,Tue,2021-02-16,32,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
2093,2021,Jun,Sat,2021-06-12,40,Bronx,BRONX,Misdemeanor,Anti-white,Race/Color
2094,2020,Oct,Fri,2020-10-09,50,Bronx,BRONX,Felony,Anti-jewish,Religion
2095,2020,Dec,Mon,2020-02-24,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2096,2020,Dec,Fri,2020-12-18,72,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2097,2020,Jul,Wed,2020-07-08,76,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
2098,2020,Sep,Wed,2020-09-16,94,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
2099,2020,Nov,Thu,2020-11-19,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
2100,2020,Sep,Mon,2020-09-21,112,Queens north,QUEENS,Felony,Anti-jewish,Religion
2101,2020,Dec,Mon,2020-12-21,115,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
2102,2020,Jun,Wed,2020-07-08,122,Staten island,RICHMOND,Misdemeanor,Anti-white,Race/Color
2103,2021,May,Sat,2021-05-15,1,Manhattan south,NEW YORK,Misdemeanor,Anti-hispanic,Cultural Identity
2104,2021,Sep,Thu,2021-09-23,7,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2105,2021,Sep,Fri,2021-09-17,10,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
2106,2021,Jan,Mon,2021-04-26,13,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2107,2021,Dec,Thu,2021-12-09,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2108,2021,Mar,Thu,2021-03-25,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2109,2021,Oct,Thu,2021-10-07,14,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
2110,2019,Oct,Sun,2019-10-13,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2111,2019,Dec,Wed,2019-12-25,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2112,2019,Nov,Tue,2019-11-26,68,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
2113,2019,Aug,Mon,2019-08-26,75,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2114,2019,Jan,Mon,2019-01-28,94,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2115,2019,Sep,Mon,2019-09-02,100,Queens south,QUEENS,Felony,Anti-jewish,Religion
2116,2019,Mar,Mon,2019-03-18,102,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
2117,2019,Oct,Tue,2019-10-22,108,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
2118,2019,Sep,Sun,2019-09-15,122,Staten island,RICHMOND,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2119,2020,Apr,Tue,2020-04-21,6,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2120,2020,Jan,Mon,2020-01-27,7,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2121,2020,Mar,Wed,2020-03-25,7,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
2122,2020,Jun,Sun,2020-06-28,10,Manhattan south,NEW YORK,Misdemeanor,Anti-catholic,Religion
2123,2020,Jul,Fri,2020-07-17,10,Manhattan south,NEW YORK,Misdemeanor,Anti-catholic,Religion
2124,2020,Jul,Fri,2020-07-17,10,Manhattan south,NEW YORK,Misdemeanor,Anti-catholic,Religion
2125,2023,Oct,Mon,2023-10-16,75,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
2126,2023,Jun,Fri,2023-06-16,79,Brooklyn north,KINGS,Misdemeanor,Anti-black,Race/Color
2127,2023,Apr,Mon,2023-04-24,81,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
2128,2023,Feb,Wed,2023-02-08,90,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
2129,2023,Jan,Mon,2023-01-16,102,Queens south,QUEENS,Felony,Anti-jewish,Religion
2130,2023,May,Tue,2023-05-23,102,Queens south,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
2131,2023,Nov,Thu,2023-11-02,104,Queens north,QUEENS,Felony,Anti-jewish,Religion
2132,2023,Mar,Tue,2023-03-28,105,Queens south,QUEENS,Felony,Anti-jewish,Religion
2133,2023,Nov,Mon,2023-11-20,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
2134,2023,Nov,Tue,2023-11-07,112,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
2135,2024,May,Tue,2024-05-21,5,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2136,2024,Sep,Tue,2024-09-10,9,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
2137,2024,Jul,Sat,2024-07-13,10,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
2138,2024,Jun,Mon,2024-06-24,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2139,2024,Apr,Fri,2024-04-19,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2140,2024,Jul,Thu,2024-07-18,22,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2141,2020,Feb,Wed,2020-02-26,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2142,2020,Dec,Mon,2020-12-07,67,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
2143,2020,Feb,Thu,2020-02-06,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2144,2020,Aug,Mon,2020-08-10,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2145,2020,Nov,Wed,2020-01-22,72,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2146,2020,Jan,Mon,2020-01-13,88,Brooklyn north,KINGS,Misdemeanor,Anti-black,Race/Color
2147,2021,Feb,Wed,2021-03-03,7,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
2148,2021,May,Fri,2021-05-21,18,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2149,2021,Nov,Mon,2021-11-15,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2150,2021,May,Tue,2021-05-11,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2151,2021,May,Thu,2021-05-27,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2152,2021,Feb,Mon,2021-02-08,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2153,2021,May,Mon,2021-05-24,44,Bronx,BRONX,Misdemeanor,Anti-asian,Race/Color
2154,2021,Jul,Sun,2021-07-25,62,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
2155,2021,Sep,Tue,2021-09-14,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2156,2021,Dec,Wed,2021-12-15,73,Brooklyn north,KINGS,Misdemeanor,Anti-black,Race/Color
2157,2021,Oct,Sat,2021-10-16,105,Queens south,QUEENS,Misdemeanor,Anti-black,Race/Color
2158,2021,Sep,Sun,2021-09-05,120,Staten island,RICHMOND,Misdemeanor,Anti-jewish,Religion
2159,2022,Jan,Thu,2022-02-03,10,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2160,2022,Mar,Fri,2022-03-18,13,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2161,2022,Sep,Wed,2022-09-28,14,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
2162,2022,Feb,Thu,2022-02-17,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2163,2022,Feb,Thu,2022-02-17,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2164,2022,Mar,Tue,2022-03-01,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
2165,2022,Apr,Fri,2022-04-22,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2166,2022,Apr,Fri,2022-04-29,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2167,2022,May,Fri,2022-05-13,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2168,2022,May,Mon,2022-05-02,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2169,2022,Jun,Wed,2022-06-08,26,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2170,2022,Feb,Mon,2022-02-14,28,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
2171,2022,Aug,Thu,2022-08-18,46,Bronx,BRONX,Violation,Anti-black,Race/Color
2172,2022,Jun,Fri,2022-06-17,72,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
2173,2021,Jun,Tue,2021-06-01,32,Manhattan north,NEW YORK,Felony,Anti-transgender,Gender
2174,2021,Aug,Thu,2021-08-12,32,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2175,2021,Apr,Wed,2021-04-28,46,Bronx,BRONX,Misdemeanor,Anti-asian,Race/Color
2176,2021,Aug,Sun,2021-08-29,46,Bronx,BRONX,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
2177,2021,Aug,Fri,2021-08-27,73,Brooklyn north,KINGS,Misdemeanor,Anti-transgender,Gender
2178,2021,May,Mon,2021-05-03,81,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
2179,2021,May,Fri,2021-05-28,84,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
2180,2021,Nov,Wed,2021-11-24,104,Queens north,QUEENS,Misdemeanor,Anti-white,Race/Color
